Deployment,Enumerator,Status,Response Code,Drafted On,Submitted On,Approval Level,IP Address,cds_mwaterid,cds_type,cds_sanreg,cds_sanarea,cds_sanarea (other) - specify,contact - 1 - name,contact - 1 - title,contact - 1 - orng,contact - 1 - mtn,contact - 2 - name,contact - 2 - title,contact - 2 - orng,contact - 2 - mtn,survey_date,trans - bike - total,trans - bike - func,trans - bike - project,trans - car - total,trans - car - func,trans - car - project,trans - moto - total,trans - moto - func,trans - moto - project,trans - tuktuk - total,trans - tuktuk - func,trans - tuktuk - project,trans - ambul - total,trans - ambul - func,trans - ambul - project,generalstate,const_year,const_year (Don't Know),rehab - elec - year,rehab - elec - org,rehab - elec - org_other,rehab - bhole - year,rehab - bhole - org,rehab - bhole - org_other,rehab - pump - year,rehab - pump - org,rehab - pump - org_other,rehab - wtank - year,rehab - wtank - org,rehab - wtank - org_other,rehab - wsystem - year,rehab - wsystem - org,rehab - wsystem - org_other,rehab - incin - year,rehab - incin - org,rehab - incin - org_other,rehab - toilet - year,rehab - toilet - org,rehab - toilet - org_other,rehab - struct - year,rehab - struct - org,rehab - struct - org_other,rehab - roof - year,rehab - roof - org,rehab - roof - org_other,rehab - paint_ext - year,rehab - paint_ext - org,rehab - paint_ext - org_other,rehab - paint_int - year,rehab - paint_int - org,rehab - paint_int - org_other,rehab - res - year,rehab - res - org,rehab - res - org_other,room - wait - num,room - cons - num,room - mat - num,room - lab - num,room - stor - num,roof_type,roof_type (other) - specify,fence,cond - floor - state,cond - floor - needs,cond - wall - state,cond - wall - needs,cond - roof - state,cond - roof - needs,cond - door - state,cond - door - needs,cond - ceil - state,cond - ceil - needs,staffres,staffres_num,staffres_cond - floor - state,staffres_cond - floor - needs,staffres_cond - wall - state,staffres_cond - wall - needs,staffres_cond - roof - state,staffres_cond - roof - needs,staffres_cond - door - state,staffres_cond - door - needs,staffres_cond - ceil - state,staffres_cond - ceil - needs,staffres - water - pipewire,staffres - water - pipewire_func,staffres - water - taps_total,staffres - water - taps_func,staffres - elec - pipewire,staffres - elec - pipewire_func,staffres - elec - taps_total,staffres - elec - taps_func,energy_sys,energy_primsource,energy_source_backup,solar - panel - installed,solar - panel - num,solar - panel - cap,solar - batt - installed,solar - batt - num,solar - batt - cap,energy_light_total,energy_light_func,infra_pics
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703314,Health Centre Type C,Bafata,Geba,,,,955417276,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Bad,,Reasonable,,Bad,,Yes,4,Good,,Good,,Bad,,Reasonable,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436119,Health Centre Type C,Gabu,Mansadjam,,,,955414654,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Reasonable,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Bad,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,7,3,https://api.mwater.co/v3/images/3e0a8f7f17e2481eb65cf92c008a7496; https://api.mwater.co/v3/images/630dda1d81b0495d8a0ddeceb4091a74; https://api.mwater.co/v3/images/526a5ffe31754bf6b4014accca451792; https://api.mwater.co/v3/images/4356384136c345a3b9f9c9c74660e8ab; https://api.mwater.co/v3/images/634a05c4bf284d799e4cd00cf68f837d
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703826,Health Centre Type C,Bafata,Ga-Carnes,,,,966908066,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,2,Good,,Good,,Reasonable,,Bad,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/4885f6891b31419aa4698c71509b7ada; https://api.mwater.co/v3/images/8355d13870304fff92a00d0fe6ebcfe5; https://api.mwater.co/v3/images/293a0efdfabf4202bb794fc0a6371982
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704274,Health Centre Type C,Tombali,Timbo,,,,966754238,,,,,,2016-03-29,0,0,,0,0,,1,0,,1,0,,,,,Good,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,,,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/80191c8ee4894d8f8c8b6991d45928e1
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436140,Health Centre Type B,Gabu,Sonaco,,,,966637800,,,,,,2016-03-29,0,0,,0,0,,2,2,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Bad,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,1,1,https://api.mwater.co/v3/images/a4105d97d2564264a06e56decf079d36; https://api.mwater.co/v3/images/5e416471ae6c450793ea31ea558affb5
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704164,Health Centre Type B,Biombo,Quinhamel,,,,966648533,,,,,,2016-03-29,0,0,,1,1,,4,2,,0,0,,,,,Good,2006,,2019-01-01,BADEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Reasonable,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,Generator,2019-01-01,12,310,2019-01-01,24,1650,58,58,https://api.mwater.co/v3/images/edf5e69258c7435db294e6ea03331aff; https://api.mwater.co/v3/images/4adfba21e65e43d797b140f06177a0e1; https://api.mwater.co/v3/images/1618008cdb8f44d1964e9156c5a30086
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436085,Health Centre Type C,Gabu,Dandum,,,,955562356,,,,,,2016-03-29,0,0,,1,1,,1,1,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,17,17,https://api.mwater.co/v3/images/decf6736e95847c1affa9b392775d55a
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703785,Health Centre Type C,Gabu,Fasse,,,,955369277,955249118,,,,,2016-03-29,0,0,,0,0,,2,1,,0,0,,,,,Reasonable,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Bad,,Good,,Bad,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,12,12,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704384,Health Centre Type C,Quinara,Fulacunda,,,,966657836,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Poor,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Bad,,Bad,,Bad,,Bad,,Bad,,Yes,1,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703857,Health Centre Type C,Bafata,Ga-Ture,,,,955290474,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Reasonable,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,,,No,Good,,Good,,Reasonable,,Good,,Reasonable,,Yes,2,Good,,Good,,Reasonable,,Bad,,Bad,,No,No,,,No,No,,,Yes,Solar,None,,,,,,,5,5,https://api.mwater.co/v3/images/cd4baccf17f342b48ff52e1544beb618; https://api.mwater.co/v3/images/64b8faa418dd4d32b9911c7a04ccf202
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704126,Health Centre Type C,Oio,Portugol,,,,966930129,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Reasonable,,Good,,Bad,,Yes,2,Good,,Good,,Good,,Good,,Bad,,,,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,19,2,https://api.mwater.co/v3/images/e7c70309b71b4a26ae4622d3b4a9b800; https://api.mwater.co/v3/images/afdb8708e9d24f7587ad3f04c67fe416
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703307,Health Centre Type C,Gabu,Beli,,,,955705796,,,,,,2016-03-29,0,0,,1,1,,2,2,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,12,12,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703668,Regional Hospital,Tombali,Catio,,,,966720298,955720298,,,,,2016-03-29,0,0,,2,2,,0,0,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,,,Yes,Good,,Good,,,,Good,,Good,,Yes,7,Bad,,,,Bad,,Bad,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,Generator,,,,,,,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703266,Health Centre Type C,Cacheu,Barro,,,,969275538,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Reasonable,,Reasonable,,Good,,Bad,,Good,,Yes,4,Good,,Reasonable,,Reasonable,,Reasonable,,Reasonable,,,,,,No,No,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436061,Health Centre Type C,Gabu,Canquelifa,,,,955208470,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,10,5,https://api.mwater.co/v3/images/9b7df24330b2477d9d8c98521ab19193; https://api.mwater.co/v3/images/8c9c374e3738498eb25183110c2655ab; https://api.mwater.co/v3/images/00b223a44db04ed68174203714ad16c4
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704377,Health Centre Type C,Tombali,Catio,,,,966084323,,,,,,2016-03-29,5,5,,0,0,,1,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Reasonable,,Good,,Yes,3,Good,,Good,,Reasonable,,Reasonable,,Bad,,No,No,,,Yes,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/684a65034a1149ccacb97f281d5c2e40; https://api.mwater.co/v3/images/a7dde9b24ca048ff8b0929348c301b96; https://api.mwater.co/v3/images/3f27b8b51a3d4cf09f1730a564320f20; https://api.mwater.co/v3/images/f7f233400cf649528406fec1a216cfe0; https://api.mwater.co/v3/images/e79e481c516345a6be583ac59e0ab7c0; https://api.mwater.co/v3/images/5170513430454a05be771fbb62db9145
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,435943,Health Centre Type C,Bijagos,Orango Zinho,,,,966150414,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Reasonable,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Reasonable,,Reasonable,,Good,,Reasonable,,Reasonable,,Yes,1,Reasonable,,Reasonable,,Bad,,Bad,,Bad,,No,No,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/49a93462910c439a9f52d69d5c0aec1f; https://api.mwater.co/v3/images/042c5fe58a4e41499726ace3584d3ed2; https://api.mwater.co/v3/images/3801d7913d55440d9550f9f05becd8ca; https://api.mwater.co/v3/images/db730454ea3c4f38a049ace8a3ae9b0f
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703620,Health Centre Type C,Gabu,Canjadude,,,,966714054,,,,,,2016-03-29,0,0,,0,0,,1,0,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,10,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436157,Health Centre Type C,Cacheu,Jeta,,,,966865841,,,,,,2016-03-29,1,0,,0,0,,1,0,,1,1,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Bad,,Bad,,Bad,,Bad,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/e6ff978102bf4fa48b5d89c6008ee206; https://api.mwater.co/v3/images/735b3ec8abdf467da65434762694e148; https://api.mwater.co/v3/images/bff26dd646d447199b697c514e2c91fa; https://api.mwater.co/v3/images/468635f0325f4e9ea8fde5ce26aa2913; https://api.mwater.co/v3/images/5eed13d36dd14d0fb7553a351cf54474; https://api.mwater.co/v3/images/a98b9d23907d4f7e8273cea04bd01e3e; https://api.mwater.co/v3/images/3d979b5483574f37b99c9d26338198f6; https://api.mwater.co/v3/images/d3606d711c6e4b94b8e1b33aa91bf931; https://api.mwater.co/v3/images/0a2ca524bac04abab6f9b04dcd541a08; https://api.mwater.co/v3/images/209f169d76a04e89bc29ea90c6958130; https://api.mwater.co/v3/images/efa59580d65843c2ab2592d80422bf8e; https://api.mwater.co/v3/images/4304edb5059c4c808b19e2100752ced8; https://api.mwater.co/v3/images/39f6161d993b4b6a9929a639cf2b9d99; https://api.mwater.co/v3/images/049cbd2e1a3743a9bdd78b14a047e13b; https://api.mwater.co/v3/images/8f1c38151570496787d495eb3bf15f9b; https://api.mwater.co/v3/images/af9d0eb05f9e4fabae1b865b1e0044a8; https://api.mwater.co/v3/images/a32e3be670f440ba8a1aa0ef2501b7ba
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436126,Health Centre Type C,Gabu,Pirada,,,,966608100,955708100,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0,,,No,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,Yes,No,,,"Yes, but it does not work",Solar,None,,,,,,,16,4,https://api.mwater.co/v3/images/56ab44a284d2483e890130a207d53d06; https://api.mwater.co/v3/images/40495976b39742edbc271be66a0fa345; https://api.mwater.co/v3/images/9fdad14e475044e9b32f3f7d452638f1; https://api.mwater.co/v3/images/f7085698c24c4eb498960f3739545e58; https://api.mwater.co/v3/images/1c5de397ce3f4cb5b4bf006bee0cca40; https://api.mwater.co/v3/images/ae412d7c6e7c453a96e30a5fdfa9f65e
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436171,Health Centre Type C,SAB,Ajuda,,,,,,,,,,2016-03-29,2,2,,0,0,,1,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,Generator,,,,,,,24,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,436078,Health Centre Type C,Gabu,Cansisse,,,,955162739,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",Solar,None,,,,,,,12,6,https://api.mwater.co/v3/images/b9305c7bff63442db7aeccc20aa9626b; https://api.mwater.co/v3/images/b0161965bd9443bf91fb4dbf52ddea34; https://api.mwater.co/v3/images/c348152cbd1d4b3288414f5a6421d628; https://api.mwater.co/v3/images/203d7d12e100489b81d41fa625797e7b
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704418,Health Centre Type C,Tombali,Quebo,,,,966778544,,,,,,2016-03-29,1,0,,0,0,,0,0,,0,0,,,,,Good,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/8210f4135e2f4914955c1f6972fd4067
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703644,Health Centre Type C,Tombali,Komo,,,,965741524,955741524,,,,,2016-03-29,1,0,,0,0,,1,0,,1,1,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Bad,,Good,,Reasonable,,Yes,Yes,,,Yes,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/7172b8273e834d7b875d7d61a5bbec3d; https://api.mwater.co/v3/images/0a2bfa6879d94c90addf740ef47392f8; https://api.mwater.co/v3/images/f4a22ab67d7841ddb0dca10a7b278081; https://api.mwater.co/v3/images/ce414b89e9d54696b4083b94798c52df; https://api.mwater.co/v3/images/86e30777837f41b8b8cfeb176db90c45; https://api.mwater.co/v3/images/03da1313155149649f1ec04173553109
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704061,Health Centre Type C,Oio,Nhacra,,,,966072807,,,,,,2016-03-29,0,0,,0,0,,2,2,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,22,22,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704157,Health Centre Type C,SAB,Quelele,,,,955317227,,,,,,2016-03-29,1,1,,0,0,,0,0,,0,0,,,,,Good,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,0,,,No,Good,,Good,,Good,,Good,,Reasonable,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,Generator,,,,,,,17,17,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703699,Health Centre Type B,Bafata,Cosse,,,,955713462,,,,,,2016-03-29,0,0,,1,0,,2,1,,1,1,,,,,Reasonable,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,1,,,No,Good,,Good,,Good,,Reasonable,,Bad,,Yes,4,Good,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,Generator,,,,,,,6,6,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703228,Health Centre Type C,Bafata,Bambadinca,,,,955132771,,,,,,2016-03-29,0,0,,1,0,,3,3,,0,0,,,,,Good,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Reasonable,,Reasonable,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Grid,None,,,,,,,1,1,https://api.mwater.co/v3/images/28df6d12027f4004bf51d1f82dd86076; https://api.mwater.co/v3/images/adbdc066da924c329152b27ccf94eb4f; https://api.mwater.co/v3/images/af584ce47e104866a89ddb174aab470d; https://api.mwater.co/v3/images/a67ec32ae62f48728f503b130ecd5271; https://api.mwater.co/v3/images/a48a2e123e5d44868d4712c13fb4186e
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704391,Health Centre Type C,Quinara,Buba,,,,,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,Poor,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,No,Bad,,Bad,,Bad,,Bad,,Bad,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4704212,Health Centre Type C,Tombali,Komo,,,,966662893,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,3,Good,,Good,,Good,,Good,,Good,,,,,,No,Yes,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/6cb52713a9714168a947bf9e850b63c3; https://api.mwater.co/v3/images/e769d50fb8624051875e605d2c2858c9; https://api.mwater.co/v3/images/e641a0be55e5425397cbac82575ab4b9; https://api.mwater.co/v3/images/d725d500954d401f924645ae5bb12156; https://api.mwater.co/v3/images/766d673d71c0491bb7943610ea1af30b
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703527,Health Centre Type C,Bafata,Xitole,,,,966283380,,,,,,2016-03-29,0,0,,0,0,,1,1,,1,1,,,,,Good,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,8,8,https://api.mwater.co/v3/images/58af9b8cbe864ff59388b1ed9d40214d; https://api.mwater.co/v3/images/110d6a88885b40869067d8ed66ca7711; https://api.mwater.co/v3/images/8ce2944483ce482893cbf359f137f152; https://api.mwater.co/v3/images/7919f0cd4f8b41128ba69680700e16c6; https://api.mwater.co/v3/images/da93f6a2ac2d433db4e905732b706672; https://api.mwater.co/v3/images/ea84229ec1844d24960f74955e49839e; https://api.mwater.co/v3/images/c712f0a525094692bfac4ff23d6ae6d0; https://api.mwater.co/v3/images/0c05d0531dab4dd4bcb69379b58f20ea; https://api.mwater.co/v3/images/f99c5f90c6e241c08b4b06e80a885bb9; https://api.mwater.co/v3/images/ae64af0aec27440eaf107076aafd9400; https://api.mwater.co/v3/images/ef44acfd5e8c4756a1ae33d62fd6c55b
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703950,Health Centre Type C,Gabu,Lugadjol,,,,,,,,,,2016-03-29,0,0,,0,0,,0,0,,0,0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,"Yes, but it does not work",,,,,,,,,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6T99YZ,2020-03-16 12:14:17,2018-08-03 14:27:42,,154.73.62.98,4703833,Health Centre Type C,Quinara,Buba,,,,966089528,,,,,,2016-03-29,0,0,,0,0,,1,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Reasonable,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,No,No,,,No,,,,,,,,,,,https://api.mwater.co/v3/images/dbba8269fb534ea5af8b73548c4c1b75; https://api.mwater.co/v3/images/2d827091e9c143ef90545da9f2ff3e2f; https://api.mwater.co/v3/images/37c933bc8026495396434b6a391bf246; https://api.mwater.co/v3/images/d45875f462aa4e25b717d7ca08e00085; https://api.mwater.co/v3/images/937904ea15644e1db8ae7bbeffc31a6c; https://api.mwater.co/v3/images/67197b361e534930957e88a3cd6fd2f1; https://api.mwater.co/v3/images/c16c7efea5644cc087d062082da7f593; https://api.mwater.co/v3/images/1ea8a912c33d4cbf813d2e2474a90a86; https://api.mwater.co/v3/images/cd70652189f048adba805fa0cc2b1dd3; https://api.mwater.co/v3/images/7fb47ea57ddb4071a329f8c401c6d03f; https://api.mwater.co/v3/images/d946026e658441e6ba56b49dfbdbca80; https://api.mwater.co/v3/images/403773b45c4845b39d04fd4872d7d021; https://api.mwater.co/v3/images/17063c00fc7a401eb76ba8cb898e72eb; https://api.mwater.co/v3/images/b6c111437b354443ae41f864f07c087f; https://api.mwater.co/v3/images/3e332403e32847508111f678d9bc39c0
